F1,F2,F3,F4,F5,X,Y,Z,C1,C2,cl
888,635,818,612,730,55,164,99,0,0,four
391,440,341,379,471,30,52,23,1,0,e
812,540,534,713,781,77,53,48,1,0,c
374,719,355,775,576,134,146,34,0,1,hello
558,631,450,666,901,32,80,40,0,0,w
712,415,701,673,445,201,55,132,0,0,or
390,842,787,496,391,64,97,132,1,1,a
702,450,733,678,425,220,69,120,0,0,or
610,559,496,604,829,88,74,80,0,1,hands
619,617,575,426,447,170,209,214,1,0,hour
432,849,765,842,632,149,172,23,1,0,their
798,420,759,381,547,104,222,96,0,0,year
815,379,331,819,743,94,206,160,0,1,nine
522,862,828,872,625,168,183,7,1,0,their
762,909,528,749,446,37,170,218,0,0,take
901,496,726,765,894,21,99,168,0,1,p
750,859,449,437,804,41,207,88,0,0,i
400,680,620,656,497,53,68,127,0,0,l
805,471,639,678,532,87,238,83,0,0,you
381,542,650,356,846,235,203,176,0,1,when
686,530,752,553,415,72,105,52,1,0,hat
569,390,565,406,535,65,50,210,0,1,hungry
359,447,522,762,542,94,216,236,0,1,hair
769,570,723,765,725,193,195,185,1,1,z
794,844,690,401,744,168,74,135,1,0,r
706,455,527,867,766,239,65,140,0,1,half
898,380,546,775,520,142,46,197,1,0,how
828,460,887,411,685,65,211,164,1,0,hate
502,610,623,523,909,58,212,54,0,0,seven
815,531,693,859,784,226,204,132,1,0,food
684,861,448,762,400,161,18,138,1,1,yes
693,559,483,816,381,44,64,8,1,1,age
402,589,792,600,505,98,150,146,1,0,fifty
894,523,751,741,898,14,93,179,0,1,p
661,765,644,702,908,189,79,71,0,1,thank
619,445,414,905,428,90,98,81,0,0,y
869,467,874,427,632,58,177,165,1,0,hate
497,689,464,417,737,135,27,168,1,1,your
665,613,798,309,559,158,88,65,1,0,what
801,555,755,800,811,230,188,126,1,0,food
397,719,809,419,478,138,184,74,1,1,hand
760,381,731,434,506,135,217,75,1,0,year
532,634,699,455,428,95,95,141,1,0,u
646,374,602,598,843,57,109,74,1,0,eight
520,572,686,502,845,49,212,35,0,0,seven
354,507,824,588,519,101,149,172,1,0,fifty
864,353,514,754,543,137,83,193,1,0,how
858,584,818,626,739,24,162,79,0,0,four
810,564,730,760,761,182,211,195,0,1,z
632,781,510,478,750,214,63,131,1,0,g
410,610,475,776,422,191,207,45,1,1,thirty
879,462,645,625,602,161,35,229,1,0,m
701,602,491,843,396,72,105,10,1,1,age
812,850,600,588,823,211,86,222,1,1,years
465,861,835,908,394,86,132,187,0,0,twenty
802,828,553,735,440,71,130,249,0,1,take
854,364,357,817,841,226,193,107,1,0,he
894,575,804,654,726,35,140,99,0,0,four
388,622,854,590,403,221,208,55,1,1,old
356,673,331,709,567,132,124,36,0,1,hello
788,519,705,843,845,233,191,146,1,0,food
821,865,433,564,362,50,64,178,1,1,five
434,586,446,740,435,185,199,50,1,1,thirty
417,590,523,444,895,210,205,27,0,0,n
771,452,750,412,562,130,220,82,1,0,year
443,538,549,419,913,187,212,52,0,0,n
409,670,349,734,595,162,133,32,0,1,hello
648,633,493,843,345,22,77,9,1,1,age
617,604,726,401,756,168,232,58,1,0,t
482,802,432,548,898,75,171,95,0,0,three
695,756,655,734,879,217,65,74,0,1,thank
412,334,802,453,391,123,62,99,1,1,no
845,822,587,609,779,238,108,247,1,1,years
406,452,756,497,684,127,200,194,0,1,water
380,468,794,569,581,172,93,185,1,1,d
378,693,322,726,613,142,126,20,0,1,hello
726,828,459,449,823,25,192,100,0,0,i
374,441,525,761,585,113,220,238,0,0,hair
605,633,817,338,608,141,92,86,1,0,what
377,802,795,488,340,51,98,134,1,1,a
495,707,742,792,639,74,145,78,0,1,sixty
383,664,617,644,440,44,39,134,0,0,l
784,867,723,371,679,159,68,125,1,0,r
565,547,480,379,437,178,114,192,0,0,six
726,415,717,689,418,196,56,128,0,0,or
363,828,819,482,371,51,106,128,1,1,a
609,439,588,420,497,61,49,213,0,1,hungry
764,891,539,696,453,74,140,245,1,0,take
580,580,452,714,906,17,92,34,0,0,w
522,657,411,364,510,66,202,182,1,0,her
371,415,389,381,456,44,40,28,1,0,e
737,428,532,868,847,225,67,188,0,1,half
516,831,456,590,589,160,133,168,1,1,s
699,775,656,738,859,194,72,59,0,1,thank
637,636,760,364,622,121,98,88,1,0,what
847,334,344,814,831,246,184,87,1,0,he
731,772,715,511,853,207,15,189,0,1,v
874,467,859,408,633,48,192,179,1,0,hate
350,634,860,556,363,197,222,69,1,1,old
657,391,433,553,607,139,73,220,0,1,why
555,651,450,659,865,41,103,32,0,1,w
798,881,417,383,426,130,97,96,0,0,of
853,573,633,793,460,205,7,187,1,1,j
410,514,793,577,493,92,180,142,1,0,fifty
800,837,455,587,367,68,91,163,0,1,five
561,633,690,449,478,90,83,137,1,0,u
453,528,783,556,650,152,207,191,0,1,water
833,845,618,579,841,212,101,237,1,1,years
463,840,786,858,607,171,182,20,1,0,their
658,444,421,507,552,150,58,222,0,1,why
832,408,370,824,837,233,175,98,1,0,he
546,508,502,607,467,26,164,89,0,0,yesterday
591,641,693,438,433,111,112,124,1,0,u
440,895,810,900,338,81,136,209,0,0,twenty
636,419,490,512,587,108,80,221,0,1,why
807,841,445,587,434,75,83,145,0,0,five
551,408,568,426,473,63,42,217,0,1,hungry
404,703,819,421,452,95,209,32,1,1,hand
552,477,521,581,517,62,173,85,0,0,yesterday
403,505,560,779,536,80,222,215,1,0,hair
816,838,341,378,418,109,102,93,0,0,of
375,624,908,540,368,230,236,44,1,1,old
891,517,710,724,901,2,88,154,0,1,p
486,526,437,419,408,214,228,42,1,1,them
389,684,334,716,594,144,134,32,0,1,hello
773,339,338,848,717,113,182,171,0,1,nine
405,769,845,772,447,154,222,197,0,1,two
679,756,638,719,837,215,75,75,0,1,thank
386,765,839,781,471,160,242,212,1,1,two
675,596,469,825,383,43,69,31,1,1,age
818,909,670,346,657,150,69,121,1,0,r
704,459,708,667,434,210,53,122,0,0,or
414,586,465,749,380,180,186,17,1,1,thirty
433,621,497,435,931,195,240,23,1,0,n
540,597,781,547,824,77,227,30,0,0,which
883,799,635,467,397,162,180,89,0,0,have
467,596,560,436,914,211,211,34,0,0,n
615,365,824,842,669,97,86,203,0,0,home
395,809,807,466,381,48,77,142,1,1,a
637,377,559,604,864,51,36,40,1,1,other
444,637,480,425,918,189,238,24,0,0,n
661,363,616,564,905,87,90,54,1,0,eight
797,535,730,823,807,227,165,126,1,0,food
725,878,486,783,400,185,36,145,1,1,yes
828,849,604,573,762,233,104,204,1,1,years
450,900,766,856,402,55,114,198,0,0,twenty
578,437,889,829,458,62,87,184,0,1,k
777,869,698,384,688,177,61,135,1,0,r
691,734,492,822,845,146,177,114,0,1,happy
785,362,732,383,507,106,217,84,1,0,year
363,628,867,525,397,194,207,54,1,1,old
792,362,747,383,523,104,227,69,1,0,year
651,363,508,545,923,66,38,38,1,0,other
735,550,735,497,361,85,98,33,1,0,hat
826,879,721,321,652,191,69,131,1,1,r
812,829,620,574,808,230,114,230,1,1,years
399,673,598,652,489,53,53,158,0,0,l
415,385,749,453,404,131,94,89,1,1,no
409,692,851,409,463,119,208,61,1,1,hand
656,760,684,503,862,39,132,53,0,0,drink
398,578,839,607,533,100,199,148,1,0,fifty
684,706,483,424,460,41,34,200,0,1,house
645,697,461,469,484,22,37,174,0,1,house
622,425,868,798,702,121,83,209,0,0,home
802,876,410,366,443,120,88,96,0,0,of
518,474,760,513,856,141,191,209,1,0,apple
543,540,761,539,802,62,223,44,0,0,which
876,549,841,603,722,10,136,91,1,0,four
676,817,584,555,608,110,65,39,1,0,q
558,525,534,421,447,194,123,192,0,0,six
316,828,767,517,331,67,105,138,1,1,a
826,547,517,670,724,54,82,65,0,0,c
534,466,686,493,869,110,175,219,1,0,apple
438,478,735,492,686,158,182,199,0,1,water
503,462,889,866,426,76,113,176,0,1,k
503,426,772,587,792,30,27,144,0,1,eat
489,902,827,886,396,79,138,202,0,0,twenty
514,665,474,298,488,55,198,162,1,0,her
906,852,658,440,401,188,209,84,0,1,have
883,391,406,386,868,41,144,141,1,0,heavy
631,593,535,583,855,83,70,92,0,1,hands
418,383,798,460,379,122,61,115,1,0,no
525,648,670,394,427,118,78,101,1,1,u
546,644,714,451,496,99,89,143,1,0,u
848,397,543,755,516,151,59,221,1,0,how
793,833,681,581,821,226,106,239,1,1,years
541,605,694,424,471,103,83,130,1,0,u
374,618,848,589,411,219,198,56,1,1,old
560,859,379,736,712,161,32,83,0,1,one
457,839,412,520,911,92,164,94,0,0,three
477,864,857,886,349,86,111,189,0,1,twenty
719,451,542,852,793,211,35,170,0,1,half
518,740,552,560,528,168,25,137,1,0,where
699,358,686,854,583,58,83,65,1,1,h
642,802,441,833,867,80,212,45,1,1,b
744,422,328,837,730,84,203,184,0,1,nine
367,645,831,565,370,210,226,44,1,1,old
631,544,573,812,680,38,206,78,0,1,o
536,875,448,884,474,191,181,36,1,1,head
550,448,516,565,459,37,205,86,1,0,yesterday
905,555,552,792,558,205,40,222,1,1,j
824,857,576,607,847,241,106,230,1,1,years
853,480,706,703,882,42,100,155,0,1,p
718,443,691,693,473,200,70,137,0,0,or
518,701,565,610,531,154,39,133,1,0,where
761,859,392,409,416,116,93,90,0,0,of
447,867,792,869,380,103,136,199,0,0,twenty
799,511,492,675,781,66,58,56,0,0,c
358,653,364,771,582,134,125,33,0,1,hello
818,561,523,689,778,65,82,71,0,0,c
604,786,778,426,451,53,45,230,0,0,has
779,533,725,838,790,230,165,130,1,0,food
513,574,739,508,781,57,255,64,0,0,which
535,611,630,506,821,45,232,62,0,0,seven
463,801,388,506,911,100,155,109,0,0,three
629,618,765,368,579,132,81,70,1,0,what
761,862,539,764,416,62,149,224,0,0,take
662,364,581,601,866,86,21,51,1,0,other
925,444,689,585,625,206,32,242,1,0,m
483,653,497,336,653,167,39,185,0,1,your
918,408,683,601,604,188,36,236,0,0,m
447,644,492,375,904,180,220,53,0,0,n
608,863,543,666,350,103,31,142,1,0,opposite
470,361,415,368,744,93,139,199,0,0,outside
367,464,815,568,623,191,104,176,1,1,d
421,570,520,453,895,186,236,30,1,0,n
790,491,675,842,804,201,202,122,1,0,food
794,420,716,389,487,140,235,80,0,0,year
831,331,366,827,800,249,159,95,1,0,he
439,665,482,422,897,175,210,15,0,1,n
467,648,414,362,473,44,211,200,1,0,her
714,862,468,474,776,70,207,92,0,0,i
885,464,736,744,901,8,88,155,0,1,p
525,655,458,669,891,0,102,48,0,0,w
353,730,363,711,633,151,115,55,0,1,hello
341,464,615,383,838,234,223,163,0,1,when
395,666,608,651,478,54,58,129,0,0,l
873,845,658,466,379,165,189,99,0,1,have
361,695,837,435,470,106,215,69,1,0,hand
740,879,407,462,758,38,207,80,0,0,i
880,495,902,402,686,58,209,155,1,0,hate
797,386,324,826,751,112,205,181,0,0,nine
376,901,803,467,364,66,79,140,1,1,a
773,848,472,658,459,104,170,197,1,1,once
430,892,479,553,456,70,120,128,0,0,hours
600,752,519,475,720,199,74,128,1,0,g
434,745,777,771,416,165,212,191,0,1,two
482,357,426,375,705,106,138,221,0,1,outside
610,861,728,431,464,88,43,208,0,0,has
620,615,595,456,518,184,219,196,0,0,hour
626,419,820,894,636,81,63,242,0,0,home
650,687,490,420,450,12,50,191,0,1,house
804,383,721,402,499,112,226,109,1,0,year
623,358,606,582,854,72,20,55,1,0,other
396,646,337,731,579,139,124,37,0,0,hello
618,390,598,635,894,79,69,52,1,0,eight
458,877,814,886,383,96,131,218,0,0,twenty
721,744,725,502,842,200,34,212,0,1,v
346,629,913,531,393,202,214,58,1,1,old
456,848,777,847,632,163,202,3,1,0,their
380,626,875,565,363,212,205,77,0,1,old
677,801,594,579,630,120,68,36,1,0,q
429,601,545,445,904,184,211,32,0,0,n
481,876,757,861,626,138,201,5,1,0,their
757,601,759,753,775,178,192,180,1,1,z
365,659,858,560,361,205,221,59,1,1,old
430,775,821,761,518,159,234,194,0,1,two
491,527,824,673,867,20,190,101,0,1,him
383,792,761,783,464,143,220,217,0,1,two
599,392,886,881,645,121,49,202,0,0,home
353,644,863,591,394,206,223,50,1,1,old
487,417,805,582,771,14,36,113,0,1,eat
554,595,768,576,786,52,241,37,0,1,which
715,525,768,584,371,102,108,51,1,1,hat
392,697,818,448,399,111,193,55,1,1,hand
580,620,610,437,476,199,228,190,0,0,hour
437,333,806,462,390,102,57,118,1,1,no
606,582,538,648,383,31,198,78,0,1,time
572,590,598,411,502,214,192,190,0,0,hour
897,490,767,760,899,47,93,179,0,1,p
344,525,632,371,867,243,243,156,0,1,when
572,510,526,395,489,222,90,189,0,0,six
540,777,434,581,604,162,140,159,0,1,s
380,434,410,390,469,36,51,23,1,0,e
488,853,793,881,395,86,128,193,0,0,twenty
501,698,387,416,491,40,214,178,1,0,her
343,456,781,548,589,172,100,194,1,1,d
414,740,804,804,475,163,213,207,0,1,two
457,709,733,836,626,64,136,73,1,1,sixty
669,590,483,853,424,50,71,46,1,1,age
418,600,488,780,431,195,200,20,1,1,thirty
544,837,379,679,715,172,41,86,0,1,one
749,527,743,583,403,83,106,33,1,0,hat
452,875,828,892,371,70,134,198,0,0,twenty
619,616,529,659,418,11,223,47,0,1,time
384,904,490,533,442,89,136,136,0,1,hours
484,488,766,698,853,26,184,104,0,0,him
747,844,424,451,787,38,169,94,0,0,i
939,457,707,757,915,20,80,142,1,1,p
393,431,795,573,634,198,114,193,1,1,d
556,448,488,579,493,49,179,111,0,0,yesterday
891,557,808,573,723,35,161,102,0,0,four
385,664,619,678,467,25,43,100,0,0,l
661,588,580,787,663,35,222,92,1,1,o
531,861,393,687,722,166,18,93,0,1,one
374,680,315,731,633,137,115,50,0,1,hello
628,570,561,428,454,179,229,202,0,0,hour
443,509,759,507,691,133,200,200,0,1,water
752,846,474,744,361,170,25,120,1,1,yes
761,860,418,651,457,121,148,192,1,1,once
514,868,374,737,698,175,34,91,0,1,one
620,784,881,725,883,143,67,143,0,1,f
373,712,592,636,497,22,54,140,0,0,l
432,638,496,788,431,181,190,29,1,1,thirty
459,480,761,506,662,133,201,165,0,1,water
765,506,713,849,844,215,205,128,0,0,food
790,902,754,393,715,169,68,134,1,0,r
503,470,718,521,883,106,196,215,1,0,apple
551,446,746,493,844,122,187,216,1,0,apple
851,863,579,590,833,242,111,235,1,1,years
690,844,476,705,369,174,18,116,1,1,yes
403,795,793,828,463,161,211,221,0,1,two
402,519,813,584,527,89,163,168,1,0,fifty
713,826,454,748,395,160,22,135,1,1,yes
590,615,590,428,450,199,214,207,0,0,hour
737,844,506,761,412,173,29,126,1,1,yes
394,643,850,586,388,205,234,61,1,1,old
567,818,499,919,467,192,157,58,1,1,head
336,668,338,738,609,146,115,57,0,1,hello
738,493,688,652,515,209,36,143,0,0,or
500,771,441,596,594,182,145,161,1,1,s
599,772,533,464,712,211,84,122,1,1,g
536,736,557,621,531,173,46,141,1,0,where
581,586,513,625,420,22,198,61,0,1,time
389,451,343,344,484,11,59,23,1,0,e
633,724,419,463,444,15,32,185,0,1,house
589,878,551,649,379,106,27,135,1,0,opposite
604,853,520,648,393,106,24,136,1,0,opposite
619,597,718,449,762,179,237,64,1,0,t
600,616,497,614,832,82,85,99,0,1,hands
357,797,812,509,351,49,75,135,1,1,a
597,620,532,621,395,11,201,76,0,1,time
783,889,414,577,436,35,80,190,0,1,five
587,630,626,406,501,189,204,201,0,0,hour
700,605,437,819,423,49,92,7,1,1,age
762,851,418,651,495,117,163,217,1,1,once
871,565,608,784,476,215,23,205,1,1,j
701,575,710,530,342,82,88,43,1,0,hat
654,408,559,586,887,41,17,70,1,0,other
391,530,803,609,525,111,163,139,1,0,fifty
618,632,805,339,593,150,94,84,1,0,what
622,766,752,502,847,30,155,28,1,0,drink
380,742,832,427,426,121,201,48,1,1,hand
716,743,732,493,825,213,33,218,0,1,v
877,493,688,713,903,20,83,143,0,1,p
932,431,673,628,621,192,32,204,1,0,m
625,441,585,419,485,65,39,203,0,1,hungry
541,898,550,648,362,106,45,138,1,0,opposite
768,840,420,655,461,132,159,217,1,1,once
888,423,661,616,645,186,48,217,1,1,m
852,381,386,804,813,223,182,95,1,0,he
586,593,615,422,500,192,217,171,0,0,hour
336,850,499,543,460,79,121,130,0,1,hours
396,460,766,534,693,113,201,177,0,1,water
651,808,460,874,830,96,197,63,1,1,b
720,416,682,684,449,197,59,141,0,0,or
386,730,867,374,444,127,208,83,1,1,hand
843,341,361,879,793,219,159,115,1,0,he
807,823,385,402,421,102,108,80,0,0,of
670,723,637,722,905,200,70,90,0,1,thank
429,475,817,639,874,15,195,96,0,1,him
828,489,521,703,763,44,69,57,0,0,c
726,430,727,671,447,214,58,120,0,0,or
360,550,647,379,860,211,218,170,0,1,when
514,617,631,445,781,57,198,46,0,0,seven
656,703,445,462,472,35,18,174,0,1,house
643,624,785,350,596,124,80,90,1,0,what
495,488,737,497,654,128,192,191,0,1,water
639,395,598,622,855,61,95,90,1,0,eight
767,832,420,641,464,100,144,196,1,1,once
817,454,628,683,506,107,235,91,0,0,you
577,546,512,395,453,204,100,189,0,0,six
688,399,496,845,796,249,54,183,0,1,half
704,536,773,516,393,76,118,43,1,0,hat
656,821,550,613,657,130,61,54,1,0,q
410,639,789,433,598,213,212,173,1,0,x
509,548,415,373,442,230,219,23,1,1,them
848,881,632,432,354,153,194,89,0,1,have
819,811,654,588,797,234,108,207,1,1,years
922,554,606,796,474,219,19,213,1,1,j
713,506,743,503,381,59,92,37,1,0,hat
526,422,820,590,837,39,32,136,0,1,eat
414,576,521,419,880,183,225,53,0,0,n
647,387,449,522,648,115,90,219,0,1,why
432,874,750,888,595,138,202,34,1,1,their
611,420,591,399,531,55,51,208,0,1,hungry
451,492,770,532,653,134,204,172,0,1,water
544,621,718,538,783,54,221,51,0,0,which
606,638,775,368,593,137,103,80,1,0,what
365,672,388,709,608,139,150,61,0,1,hello
379,835,506,502,483,94,108,139,0,1,hours
788,897,407,537,447,73,53,170,0,1,five
821,345,341,855,754,100,200,184,0,1,nine
472,684,502,385,668,154,26,163,0,1,your
898,561,848,611,665,10,145,95,0,0,four
312,828,783,481,370,51,109,139,1,1,a
677,711,511,448,473,15,43,182,0,1,house
642,790,743,514,840,59,167,37,1,0,drink
360,458,801,554,640,179,99,196,1,1,d
719,460,710,686,423,214,60,135,0,0,or
622,394,491,500,627,140,71,202,0,1,why
590,715,834,718,840,177,60,140,0,1,f
502,430,795,581,816,33,28,141,0,1,eat
629,801,458,871,845,113,190,58,1,1,b
443,909,821,911,402,53,117,178,0,0,twenty
387,323,811,445,368,129,79,122,1,1,no
652,688,455,821,865,127,185,143,0,1,happy
584,613,513,626,370,34,190,48,1,1,time
456,819,771,858,572,146,200,29,1,0,their
743,898,529,755,448,59,160,228,0,0,take
578,495,552,409,431,195,125,180,0,0,six
644,526,601,827,655,34,200,107,1,1,o
334,859,359,449,801,189,48,157,1,0,ten
914,815,618,454,388,174,203,109,0,1,have
827,444,673,662,501,81,233,98,1,0,you
589,645,637,403,444,189,205,209,0,0,hour
603,596,600,425,510,191,187,211,0,0,hour
374,691,330,726,587,132,114,47,0,1,hello
648,392,467,527,571,125,69,234,0,1,why
414,568,810,415,622,230,194,170,0,0,x
504,642,548,353,689,130,38,168,0,1,your
597,571,659,435,702,166,225,46,1,0,t
345,700,396,746,610,144,134,23,0,1,hello
432,801,834,833,458,173,219,183,0,1,two
613,448,609,402,566,51,49,217,0,1,hungry
585,578,505,579,805,90,78,78,0,1,hands
664,589,588,826,661,37,203,99,0,1,o
747,858,439,559,414,71,73,165,0,1,five
849,443,884,433,612,57,200,167,1,0,hate
592,899,530,657,387,107,42,131,1,0,opposite
630,736,456,845,864,135,161,137,0,1,happy
620,547,499,651,426,22,183,61,0,1,time
646,747,664,722,898,189,100,70,0,1,thank
586,372,636,598,889,74,106,37,1,0,eight
504,657,433,382,487,66,224,184,1,0,her
720,466,697,691,421,197,59,140,0,0,or
555,523,526,380,421,198,105,194,0,0,six
438,858,381,526,908,93,159,110,0,0,three
597,533,486,374,467,207,103,200,1,0,six
744,869,462,759,395,164,37,130,1,1,yes
606,622,565,641,362,20,216,53,0,1,time
422,839,773,883,643,160,184,22,1,0,their
662,499,351,878,457,104,84,76,0,1,y
588,641,679,461,405,94,84,123,1,0,u
692,860,445,453,801,43,217,91,1,0,i
476,725,575,568,531,168,40,171,1,0,where
440,593,487,404,914,213,214,51,0,0,n
575,730,900,711,863,168,81,183,0,1,f
677,719,662,767,851,190,71,56,1,1,thank
689,416,535,899,838,247,56,176,1,1,half
465,700,533,373,624,165,44,174,0,1,your
374,509,676,376,840,216,221,193,0,1,when
776,343,355,874,741,88,197,186,1,1,nine
494,449,815,556,780,55,34,161,0,1,eat
616,465,566,418,508,46,31,200,0,1,hungry
623,733,870,747,847,180,58,142,1,1,f
540,608,757,515,782,46,226,36,0,0,which
537,627,685,565,802,79,223,29,0,0,which
756,800,419,613,442,99,177,222,1,0,once
341,442,556,758,542,94,223,238,1,0,hair
684,755,709,529,828,34,156,53,1,0,drink
551,878,412,708,718,163,23,92,0,1,one
801,809,423,383,429,113,87,75,0,1,of
605,624,590,449,471,201,216,209,0,0,hour
763,817,372,388,450,127,94,106,0,0,of
621,840,596,552,634,116,46,64,1,0,q
531,647,406,357,545,59,215,207,1,0,her
568,627,674,434,705,146,227,70,1,0,t
579,442,596,420,483,52,63,211,0,0,hungry
585,855,517,622,414,106,50,145,1,0,opposite
689,764,652,715,904,196,66,56,1,1,thank
585,634,566,403,486,191,187,215,0,0,hour
527,546,785,558,763,66,226,9,0,0,which
424,369,772,455,379,114,58,138,1,1,no
360,543,686,391,849,224,224,167,0,1,when
572,424,586,433,517,46,24,214,0,0,hungry
830,295,508,770,532,163,77,191,1,0,how
438,346,440,392,774,106,134,216,0,1,outside
654,759,499,478,747,209,58,130,1,0,g
362,436,359,368,508,36,35,47,1,0,e
525,619,409,695,901,13,110,52,0,0,w
538,416,807,567,789,44,47,156,0,1,eat
516,698,510,586,528,164,46,136,1,0,where
912,811,638,434,406,173,187,100,0,1,have
683,369,555,596,856,48,25,58,1,0,other
887,539,582,781,460,216,32,199,1,1,j
620,647,821,343,608,145,91,94,1,0,what
521,868,399,724,696,154,39,82,0,1,one
453,485,793,663,848,29,187,109,0,1,him
547,882,388,730,700,164,38,99,0,1,one
525,683,553,605,557,163,50,157,1,0,where
403,856,478,538,435,84,107,107,0,1,hours
501,775,427,574,628,182,153,182,1,1,s
769,569,740,729,778,190,220,204,1,1,z
457,601,805,386,608,185,197,180,1,0,x
415,894,466,543,483,92,138,118,0,1,hours
369,678,835,414,470,92,190,74,1,1,hand
417,471,763,601,616,182,103,214,1,1,d
585,609,483,642,414,31,212,95,0,1,time
321,436,571,771,546,95,221,219,0,0,hair
519,623,430,379,517,75,210,176,1,0,her
411,687,385,732,605,126,113,35,0,1,hello
701,824,570,553,634,117,25,53,1,0,q
755,417,644,678,539,94,223,94,0,0,you
547,448,766,517,841,120,194,194,1,0,apple
531,843,403,714,731,167,52,61,0,1,one
467,656,484,363,673,140,30,198,0,1,your
434,520,785,706,842,10,199,98,0,1,him
614,385,577,573,846,62,101,58,1,0,eight
682,886,493,769,370,191,37,144,1,1,yes
481,800,709,834,667,81,129,73,0,1,sixty
809,415,744,403,524,137,206,75,1,0,year
429,630,646,684,437,58,72,144,0,0,l
385,872,524,563,436,91,101,126,1,1,hours
589,595,524,610,834,89,58,112,1,1,hands
555,658,695,456,483,90,92,125,1,0,u
927,545,599,835,488,193,29,216,0,1,j
860,378,379,834,822,223,155,94,1,0,he
866,458,827,433,595,52,196,148,1,0,hate
783,376,722,394,508,141,226,106,1,0,year
745,839,539,727,381,172,15,128,1,1,yes
576,957,507,662,401,123,36,126,0,0,opposite
821,828,374,393,451,111,79,93,0,1,of
428,815,439,551,912,105,165,77,0,0,three
866,573,769,617,731,34,149,86,0,0,four
697,675,483,476,476,19,19,160,0,1,house
692,730,469,437,466,15,36,166,0,1,house
561,683,866,733,838,175,60,180,0,1,f
916,435,420,399,897,34,145,102,0,0,heavy
389,406,345,376,479,0,77,36,1,0,e
412,742,812,386,457,129,190,54,1,1,hand
599,589,512,598,803,79,66,109,0,1,hands
353,423,504,752,530,96,212,191,0,0,hair
385,654,616,660,496,36,48,109,1,0,l
664,425,444,532,606,117,59,215,0,1,why
585,581,686,380,753,147,237,78,1,0,t
467,475,785,526,644,132,216,199,0,1,water
603,870,445,717,696,169,42,97,0,1,one
510,587,737,555,807,43,235,9,0,0,which
375,469,825,559,633,183,96,194,1,1,d
654,373,586,574,862,68,35,40,1,0,other
711,413,697,668,456,206,50,121,0,0,or
498,428,715,498,873,128,192,200,1,0,apple
542,721,517,560,562,186,42,124,1,0,where
507,576,442,364,466,238,213,53,1,1,them
533,455,835,866,468,43,93,173,0,1,k
635,413,533,584,875,51,34,57,0,0,other
375,466,833,542,638,173,87,196,1,1,d
624,822,739,441,433,50,50,220,0,0,has
578,867,464,907,461,178,184,83,1,0,head
525,768,737,814,662,63,155,81,0,1,sixty
535,796,435,593,603,173,132,169,1,1,s
559,450,716,505,906,110,184,209,1,0,apple
357,501,623,327,835,225,222,174,0,1,when
425,560,485,754,414,203,181,37,1,1,thirty
789,805,388,407,401,124,64,102,0,0,of
612,604,675,409,704,162,239,72,1,0,t
695,842,492,777,396,175,30,126,1,1,yes
619,605,791,357,589,130,93,76,1,0,what
569,439,515,610,500,49,182,125,0,0,yesterday
919,562,778,619,722,27,141,111,0,0,four
583,603,693,427,743,171,223,85,1,0,t
527,672,448,726,881,29,83,33,0,0,w
835,865,565,601,847,241,114,216,1,1,years
710,544,702,553,337,75,107,39,0,0,hat
511,453,870,821,451,78,91,193,0,0,k
860,460,506,440,862,51,151,104,1,0,heavy
782,796,684,545,820,193,30,189,0,1,v
511,634,437,374,506,71,210,204,1,0,her
461,304,471,410,719,65,140,219,0,0,outside
407,430,338,421,517,16,57,30,0,0,e
570,826,459,895,492,202,160,72,0,0,head
760,832,449,443,763,48,184,91,0,0,i
913,509,728,724,870,33,75,153,0,0,p
578,434,615,439,477,45,44,208,0,1,hungry
522,511,904,871,445,69,97,194,0,1,k
653,396,485,534,633,95,52,216,0,1,why
379,712,804,442,437,116,199,71,1,1,hand
681,712,516,453,493,19,15,198,0,1,house
605,851,469,907,507,212,185,64,1,0,head
428,578,479,769,396,178,201,46,1,1,thirty
724,386,630,905,565,62,63,62,0,1,h
654,514,362,945,453,127,96,76,0,1,y
789,824,384,345,393,118,68,106,0,0,of
604,594,539,633,347,17,198,72,0,1,time
386,541,795,574,519,75,148,146,1,0,fifty
356,447,758,575,660,197,103,164,1,1,d
430,595,842,415,617,199,204,183,1,0,x
799,341,381,850,713,100,200,180,0,1,nine
742,913,526,790,458,74,151,235,0,0,take
397,633,575,682,460,55,45,132,0,0,l
507,601,659,507,826,31,197,67,0,0,seven
397,725,827,402,454,77,207,80,1,1,hand
358,539,683,406,858,240,224,173,0,1,when
610,433,860,856,659,108,72,193,0,0,home
427,853,835,865,642,157,174,28,1,0,their
394,899,385,418,845,200,58,166,1,0,ten
470,527,738,509,657,144,209,197,0,1,water
430,585,490,808,421,181,199,47,1,0,thirty
368,486,525,745,535,95,214,242,0,0,hair
655,438,434,881,433,113,107,84,0,1,y
331,633,844,621,369,225,196,65,1,1,old
547,940,545,614,397,134,22,150,1,0,opposite
506,544,777,542,766,56,251,25,0,0,which
392,722,799,431,468,114,209,62,1,1,hand
649,595,537,845,652,38,180,99,0,1,o
372,697,620,672,457,29,51,117,0,0,l
464,882,796,901,409,93,120,202,0,0,twenty
443,534,819,647,880,18,188,96,0,1,him
484,841,465,522,897,105,140,104,0,0,three
592,858,539,639,400,89,43,153,1,0,opposite
439,637,486,705,420,196,168,24,1,1,thirty
421,355,810,474,385,140,83,93,1,1,no
